intent;utterance
retail.return_order_initiate;can you help me with a return
retail.return_order_initiate;i want to return a purchased item
retail.return_order_initiate;i need some help with returning a product i purchased
retail.return_order_initiate;i need assistance returning an item
retail.return_order_initiate;initiate return
retail.return_order_initiate;the order i placed arrived damaged i would like to return it
retail.return_order_initiate;please help me start the process for a return
retail.return_order_initiate;can you please help me return an order
retail.return_order_initiate;the  google home  that i ordered isn't working
retail.return_order_initiate;my  phone  arrived with the screen cracked
retail.return_order_initiate;This item I purchased is broken can I return it
retail.return_order_initiate;I need to return a defective product
retail.return_order_initiate;I have some items to return
retail.return_order_initiate;I want to return this  Google Home
retail.return_order_initiate;I don't want my  Chromecast  anymore
retail.return_order_initiate;My order was damaged and I want to return it
retail.return_order_initiate;Please help me with a return
retail.return_order_initiate;I don't want my  Stadia controller  anymore
retail.return_order_initiate;Can I send my  Pixel 5  back
retail.return_order_initiate;I purchased something and I want to send it back
retail.return_order_initiate;I need some help returning an item I purchased
retail.return_order_initiate;Return
retail.return_order_initiate;Help me return something
retail.return_order_initiate;I would like to return an item
retail.return_order_initiate;Can I return an item
retail.return_order_initiate;Need to return an order
retail.return_order_initiate;I need to make a return
retail.return_order_initiate;Can I return my  Pixel 5
retail.return_order_initiate;I would like to return my  Nest thermostat
retail.return_order_initiate;Return order
retail.return_order_initiate;I want to return the  Stadia controller
retail.return_order_initiate;I don't need the  Chromecast  anymore can I return it
retail.return_order_initiate;I would like to return the  chromecast
retail.return_order_initiate;I would like to return my  Pixel 5
retail.no_pin;My pin code hasn't arrived yet
retail.no_pin;I'm still waiting for the pin to arrive
retail.no_pin;Could you resend my pin code
retail.no_pin;I still need my pin code
retail.no_pin;I still haven't gotten my pin number
retail.no_pin;The pin was never sent
retail.no_pin;I don't know why my pin was never sent
retail.no_pin;I'm not sure where my pin code went
retail.no_pin;I need you to resend the pin number
retail.no_pin;Could you resend the pin
retail.no_pin;Your system didn't sent me a pin
retail.no_pin;I didn't get a pin number
retail.no_pin;I didn't receive a pin
retail.no_pin;I never set up my pin number
retail.no_pin;I'm not sure what a pin number is
retail.no_pin;Where is my pin
retail.no_pin;I don't have a pin number
retail.no_pin;I never got the pin number
retail.no_pin;You never sent me a pin
retail.no_pin;I don't have a pin
retail.no_pin;I didn't see a pin
retail.no_pin;I never got the pin
retail.extract.order_number_collection;I found the  email  with the order number  3939
retail.extract.order_number_collection;Here it's in my  email   3425
retail.extract.order_number_collection;I got a  text message  with the number  39292
retail.extract.order_number_collection;I have it in my  email  it's  2932
retail.extract.order_number_collection;If I remember correctly it's  39239
retail.extract.order_number_collection;Could you try  3929
retail.extract.order_number_collection;There's a lot of numbers here try  24293
retail.extract.order_number_collection;I found a number here it's  23923
retail.extract.order_number_collection;Does this work as a number  39239
retail.extract.order_number_collection;I found my number  30400
retail.extract.order_number_collection;Here's the number  00242
retail.extract.order_number_collection;I think  424240  is my number
retail.extract.order_number_collection;The order number is  42424
retail.extract.order_number_collection;I found the number  44402
retail.extract.order_number_collection;I found my number it's  4402
retail.extract.order_number_collection;2222  is my number
retail.extract.order_number_collection;It looks like my order number is  2222
retail.extract.order_number_collection;0002392  is my number
retail.extract.order_number_collection;My number is  000349
retail.extract.order_number_collection;This looks like the number  02302
retail.extract.order_number_collection;Finally found the number it's  2392
retail.extract.order_number_collection;I think I found it  30520
retail.extract.order_number_collection;Does  3929  work
retail.extract.order_number_collection;Does  33420  look like a valid order number
retail.extract.order_number_collection;Is this the number  2303
retail.extract.order_number_collection;I think it's  90233  but I'm not sure
retail.extract.order_number_collection;It's  39454  thank you very much
retail.extract.order_number_collection;3589  is my order number
retail.extract.order_number_collection;I have found my order number it's  12356
retail.extract.order_number_collection;Here it is I found it it's  3354776
retail.extract.order_number_collection;My order number was  6879764
retail.extract.order_number_collection;Reading it now  33879
retail.extract.order_number_collection;There's the order number  11123
retail.extract.order_number_collection;33468  that's my order number
retail.extract.order_number_collection;9976  is my order number
retail.extract.order_number_collection;I'm reading here that it's  3487
retail.extract.order_number_collection;I think it's  223334
retail.extract.order_number_collection;Found the number  44777
retail.extract.order_number_collection;Here's the order number  33344
retail.extract.order_number_collection;Here it is order number  11133
retail.extract.order_number_collection;The order number is  112348
retail.extract.order_number_collection;I have found my number at last it is  11122
retail.extract.order_number_collection;1236
retail.extract.order_number_collection;I found my number it's  2444
retail.extract.order_number_collection;Finally got it the number is  38385
retail.extract.order_number_collection;Here it is  34839
retail.extract.order_number_collection;Got it  38345
retail.extract.order_number_collection;Found it the number is  12354
retail.extract.order_number_collection;The number is  09257
retail.extract.order_number_collection;23789
retail.extract.order_number_collection;Here is my order number  89456
retail.extract.order_number_collection;My order number is  52867
retail.replace_loyalty_card_initiate;all i want is a new card
retail.replace_loyalty_card_initiate;can i just get a new card please
retail.replace_loyalty_card_initiate;i just need a new loyalty card
retail.replace_loyalty_card_initiate;I have no idea where my card is please help
retail.replace_loyalty_card_initiate;I lost my old card
retail.replace_loyalty_card_initiate;Please help me I need a new card
retail.replace_loyalty_card_initiate;Send me a replacement card please
retail.replace_loyalty_card_initiate;Give me a replacement card
retail.replace_loyalty_card_initiate;Help me get a new card
retail.replace_loyalty_card_initiate;I want a new card
retail.replace_loyalty_card_initiate;Can I get a new card
retail.replace_loyalty_card_initiate;Replace my loyalty card please
retail.replace_loyalty_card_initiate;I have misplaced my loyalty card and need a replacement
retail.replace_loyalty_card_initiate;I can't find my loyalty card can you send a new one
retail.replace_loyalty_card_initiate;I need a replacement card issued
retail.replace_loyalty_card_initiate;Can I get my card replaced
retail.replace_loyalty_card_initiate;I lost my loyalty card
retail.replace_loyalty_card_initiate;Get me a new card
retail.replace_loyalty_card_initiate;On second thought I need a new card
retail.replace_loyalty_card_initiate;Replacement card
retail.replace_loyalty_card_initiate;Replace my card
retail.replace_loyalty_card_initiate;Can I replace my card
retail.replace_loyalty_card_initiate;I need help getting a replacement loyalty card
retail.replace_loyalty_card_initiate;I've lost my loyalty card and need a new one
retail.replace_loyalty_card_initiate;Can you send me a new loyalty card
retail.replace_loyalty_card_initiate;I need a new card
retail.replace_loyalty_card_initiate;I lost my card
retail.update_account_address_initiate;Just want to update my main address on the account
retail.update_account_address_initiate;I want to change the address on my account
retail.update_account_address_initiate;Can you help me change my address on file
retail.update_account_address_initiate;I've moved to a new home and need to add a new address
retail.update_account_address_initiate;Can I change my shipping address
retail.update_account_address_initiate;I need to edit my shipping address
retail.update_account_address_initiate;I need to add a new address
retail.update_account_address_initiate;I bought a house and want to update my address
retail.update_account_address_initiate;I got a new apartment and need to change my address
retail.update_account_address_initiate;Can I change my address I moved
retail.update_account_address_initiate;I need to update the address that's on file
retail.update_account_address_initiate;I changed addresses can I update it
retail.update_account_address_initiate;Actually can I update my address
retail.update_account_address_initiate;I need to change the address on file
retail.update_account_address_initiate;Actually can I change my address
retail.update_account_address_initiate;Can I update my address
retail.update_account_address_initiate;I moved and need to update my address
retail.update_account_address_initiate;I'm at a new apartment
retail.update_account_address_initiate;I moved to a new house
retail.update_account_address_initiate;I would like to update my address
retail.update_account_address_initiate;Can I add a new address to my account
retail.update_account_address_initiate;I moved to a new address
retail.update_account_address_initiate;Changed address
retail.update_account_address_initiate;I changed my address
retail.update_account_address_initiate;I need to update my address
retail.unsupported_item_request;i want tomatoes
retail.unsupported_item_request;i want to buy a pizza
retail.unsupported_item_request;i want socks
retail.unsupported_item_request;can I add the moon to my cart
retail.unsupported_item_request;i want to buy a fire truck
retail.unsupported_item_request;can I add a car as well
retail.unsupported_item_request;Get me some  chicken tacos
retail.unsupported_item_request;I want to buy a  cheeseburger  with extra pickles
retail.unsupported_item_request;Can I order a  pizza
retail.unsupported_item_request;I'm looking to buy a  house
retail.unsupported_item_request;I'd like to buy a  doll
retail.unsupported_item_request;Can I buy some  hand lotion
retail.unsupported_item_request;I need to purchase some  paper products  please
retail.unsupported_item_request;I need a  box of tissues  and some  Tylenol
retail.unsupported_item_request;I heard you carry  paints  is that true
retail.unsupported_item_request;Do you carry  Roombas
retail.unsupported_item_request;I need a new  vacuum cleaner
retail.unsupported_item_request;Can I buy a  Labrador
retail.unsupported_item_request;I'd like to buy a  cat
retail.unsupported_item_request;I'll take the  potted plant  thanks
retail.unsupported_item_request;I'd like to order some  pens
retail.unsupported_item_request;Buy  shorts
retail.unsupported_item_request;I'd like to buy some  pants
retail.unsupported_item_request;Can I buy some  vegetables
retail.unsupported_item_request;I would like to purchase a  toy
retail.unsupported_item_request;Do you sell  video games
retail.unsupported_item_request;Can I get an  iPhone
retail.unsupported_item_request;I'd like to buy a  PlayStation
retail.unsupported_item_request;Do you have  shirts  for sale
retail.unsupported_item_request;I could go for some  tacos
retail.unsupported_item_request;Do you sell  Doritos
retail.unsupported_item_request;Can I buy a  vowel
retail.unsupported_item_request;I'd like to buy a  hat
retail.extract.credit_card_last_four;Try  0077
retail.extract.credit_card_last_four;The last four digits are  0004
retail.extract.credit_card_last_four;0034  was my number
retail.extract.credit_card_last_four;0679  should work
retail.extract.credit_card_last_four;Let's try  4934
retail.extract.credit_card_last_four;I think I found it try  4549
retail.extract.credit_card_last_four;I could have sworn it was  9494
retail.extract.credit_card_last_four;2222
retail.extract.credit_card_last_four;4444
retail.extract.credit_card_last_four;Try  4936
retail.extract.credit_card_last_four;I am fairly confident  2242  was the number
retail.extract.credit_card_last_four;I remember it ended in  4435
retail.extract.credit_card_last_four;I think I used the card ending in  9994
retail.extract.credit_card_last_four;This should work try  4584
retail.extract.credit_card_last_four;Found my card the number is  9565
retail.extract.credit_card_last_four;I have it here somewhere  4960
retail.extract.credit_card_last_four;Are you ready it's  3493
retail.extract.credit_card_last_four;The card number was definitely  0433
retail.extract.credit_card_last_four;If I recall correctly I used  5943  for my card
retail.extract.credit_card_last_four;I'm ninety percent confident I used  5694
retail.extract.credit_card_last_four;Pretty sure it was  6304
retail.extract.credit_card_last_four;I thought it was  6054
retail.extract.credit_card_last_four;Perhaps it was  6943
retail.extract.credit_card_last_four;Maybe  3932
retail.extract.credit_card_last_four;I think it was  9329  but I can't remember
retail.extract.credit_card_last_four;I'm fairly confident it was  2234
retail.extract.credit_card_last_four;I'm pretty sure  3292  was the number I used
retail.extract.credit_card_last_four;Please check if  9394  was the number I used
retail.extract.credit_card_last_four;Could you try  5695
retail.extract.credit_card_last_four;I think I used  3923
retail.extract.credit_card_last_four;I think the number was  8888
retail.extract.credit_card_last_four;I'm not sure try  9234
retail.extract.credit_card_last_four;I think  4234  is the right number
retail.extract.credit_card_last_four;Does  4242  match
retail.extract.credit_card_last_four;I'm pretty sure it was  9333
retail.extract.credit_card_last_four;I think it's  2212
retail.extract.credit_card_last_four;Hang on let me find my card  3923
retail.extract.credit_card_last_four;Here's the number  2932
retail.extract.credit_card_last_four;My last four digits are  3492
retail.extract.credit_card_last_four;The number is  1234
retail.extract.credit_card_last_four;2424
retail.extract.credit_card_last_four;The last four digits are  4242
retail.extract.credit_card_last_four;3034
retail.extract.credit_card_last_four;got it they are  2355
retail.extract.credit_card_last_four;found it its  5943
retail.extract.credit_card_last_four;here you go its  3556
retail.extract.credit_card_last_four;the numbers are  0344
retail.extract.credit_card_last_four;its  5493
retail.extract.credit_card_last_four;4758
retail.extract.credit_card_last_four;The last  four  digits of my card are  1234
retail.purchase_item_initiate;I want to buy something
retail.purchase_item_initiate;I want a  Pixel 5
retail.purchase_item_initiate;I want a  phone
retail.purchase_item_initiate;Need to buy a  thermostat
retail.purchase_item_initiate;Can I get a  phone
retail.purchase_item_initiate;I'd like to buy a  phone
retail.purchase_item_initiate;Want to see if I can buy an item
retail.purchase_item_initiate;Looking to buy something
retail.purchase_item_initiate;i would like to purchase a product
retail.purchase_item_initiate;can i purchase an item
retail.purchase_item_initiate;I'd like to purchase something
retail.purchase_item_initiate;i'm looking to buy a  pixel 5  please
retail.purchase_item_initiate;hi could i purchase  one   google home
retail.purchase_item_initiate;hey give me a  nest thermostat
retail.purchase_item_initiate;hi i'd like to buy a  pixel 5  please
retail.purchase_item_initiate;greetings could I get a  pixel 5  thanks
retail.purchase_item_initiate;i want a  nest thermostat  please
retail.purchase_item_initiate;hey could you give me a  chrome cast
retail.purchase_item_initiate;hi i'd like to buy a  google home  please
retail.purchase_item_initiate;Hi could I purchase a  stadia controller
retail.purchase_item_initiate;Please add a  google home  to my cart
retail.purchase_item_initiate;Hey could you add a  thermostat  to my cart
retail.purchase_item_initiate;Yo can I get a  chromecast
retail.purchase_item_initiate;Hi can I buy a  Pixel 5
retail.purchase_item_initiate;Can I buy a few things from you
retail.purchase_item_initiate;I'd like to make some purchases
retail.purchase_item_initiate;I bought the  chrome cast   last month  and would like to order another one
retail.purchase_item_initiate;I saw the new  pixel  released  last month  can I get  one
retail.purchase_item_initiate;I have been trying to buy a  Pixel 5  do you have one
retail.purchase_item_initiate;Can you ship me some Google products
retail.purchase_item_initiate;I really want to buy some Google products
retail.purchase_item_initiate;I have been dying to get my hands on the  Pixel 5
retail.purchase_item_initiate;I really want to purchase a  Pixel 5  please
retail.purchase_item_initiate;Can I buy a  stadia controller
retail.purchase_item_initiate;Do you still sell the  nest
retail.purchase_item_initiate;I want the latest  nest
retail.purchase_item_initiate;Give me a  Google Home
retail.purchase_item_initiate;Can I order a new  phone  here
retail.purchase_item_initiate;Can I make a purchase please
retail.purchase_item_initiate;Do you have items for  sale
retail.purchase_item_initiate;I want to buy the newest  phone
retail.purchase_item_initiate;Could you ship me the latest  phone
retail.purchase_item_initiate;I would like to purchase the latest  chrome cast
retail.purchase_item_initiate;I want to order the latest  pixel
retail.purchase_item_initiate;I'm looking for an Android  phone
retail.purchase_item_initiate;I heard about the Google  pixel  can I buy  one
retail.purchase_item_initiate;Could you ship me a  nest
retail.purchase_item_initiate;I would like to buy a  phone   today
retail.purchase_item_initiate;Can I purchase a  Nest
retail.purchase_item_initiate;I would like to make a purchase
retail.purchase_item_initiate;Can you hook me up with some Google products
retail.purchase_item_initiate;I really want to buy a  Google home  please
retail.purchase_item_initiate;Will you let me make a purchase
retail.purchase_item_initiate;I can buy things here right
retail.purchase_item_initiate;I would really like to buy a  Pixel 5
retail.purchase_item_initiate;Can I buy a Chromecast
retail.purchase_item_initiate;I'd like to buy something
retail.purchase_item_initiate;i would like to purchase a  pixel 5
retail.purchase_item_initiate;i would like to purchase a  google home
retail.purchase_item_initiate;am i able to place an order here
retail.purchase_item_initiate;i want to purchase something
retail.purchase_item_initiate;can i place an order
retail.purchase_item_initiate;i want to place an order
retail.purchase_item_initiate;can i order a  pixel
retail.purchase_item_initiate;looking to buy a  nest
retail.purchase_item_initiate;i want to buy a google product
retail.purchase_item_initiate;i want a  thermostat
retail.purchase_item_initiate;can i buy a  phone
retail.purchase_item_initiate;can you help me place an order for a  google home
retail.purchase_item_initiate;purchase device
retail.purchase_item_initiate;i want to buy something
retail.purchase_item_initiate;can i buy a device here
retail.purchase_item_initiate;i would like to order a  nest thermostat
retail.purchase_item_initiate;Can i place an order for a stadia controller
retail.purchase_item_initiate;I would like to buy a Pixel  5
retail.return.store_credit;store credit
retail.return.store_credit;store credit would actually be a lot better
retail.return.store_credit;actually i prefer store credit
retail.return.store_credit;credit is just fine
retail.return.store_credit;store credit works just fine
retail.return.store_credit;Store credit please and thank you
retail.return.store_credit;I'll take the store credit thank you very much
retail.return.store_credit;Credit is fine thanks
retail.return.store_credit;I could use the credit
retail.return.store_credit;Let's go with the credit
retail.return.store_credit;The credit works
retail.return.store_credit;Give me the store credit thanks
retail.return.store_credit;I'm perfectly happy to take the store credit
retail.return.store_credit;Let's do store credit
retail.return.store_credit;I'll just take the store credit please
retail.return.store_credit;store credit is better since I want to purchase a different item
retail.return.store_credit;yeah store credit works I want to buy something else
retail.return.store_credit;I still want to get something so store credit
retail.return.store_credit;I want to buy something else so store credit works for me
retail.return.store_credit;Yes I would like store credit
retail.return.store_credit;store credit would be prefered
retail.return.store_credit;Store credit is fine with me
retail.return.store_credit;just give me store credit
retail.return.store_credit;store credit works for me
retail.return.store_credit;store credit is fine
retail.return.store_credit;I can do store credit
retail.extract.zip_code;I prefer to use zip instead
retail.extract.zip_code;Zip code input please
retail.extract.zip_code;Let's just go with the zip if that's okay
retail.extract.zip_code;The zip is  52761
retail.extract.zip_code;Zip is  46350
retail.extract.zip_code;Zip  28079
retail.extract.zip_code;My zip is  08861
retail.extract.zip_code;Would my zip be better
retail.extract.zip_code;I would like to use my zip
retail.extract.zip_code;I changed my mind can I use my zip code
retail.extract.zip_code;Can I skip this and just give you my zip code
retail.extract.zip_code;I remember my zip code is that more useful
retail.extract.zip_code;I would prefer to give you my zip code
retail.extract.zip_code;My zip is  60007
retail.extract.zip_code;Zip code  45342
retail.extract.zip_code;Zip code is  17050
retail.extract.zip_code;46614
retail.extract.zip_code;48192
retail.extract.zip_code;Please just take my zip code  32162
retail.extract.zip_code;On second thought  60606  is my zip code
retail.extract.zip_code;On second thought let's use my zip code it's  11722
retail.extract.zip_code;I would like to use my zip code it's  94043
retail.extract.zip_code;I'd rather just give you my zip code it's  19038
retail.extract.zip_code;Would giving you my zip code save time
retail.extract.zip_code;I remember my zip code let's just use that
retail.extract.zip_code;I think it's  33904
retail.extract.zip_code;48103  is my zip code
retail.extract.zip_code;My zip code is  11722
retail.extract.zip_code;Here's my zip code it's  60453
retail.extract.zip_code;On second thought let me use my zip code
retail.extract.zip_code;Could I just read out my zip code
retail.extract.zip_code;I have my zip code can I use that
retail.extract.zip_code;I'd rather just give you my zip code
retail.extract.zip_code;If I give you my zip code will that work
retail.extract.zip_code;Here's my zip  32765
retail.extract.zip_code;Zip code  17042
retail.extract.zip_code;Can I just use my zip code it's  32162
retail.extract.zip_code;I'm just going to say my zip code it's  94806
retail.extract.zip_code;I have my zip code it's  34231
retail.extract.zip_code;I'm just going to give you my zip code  48101
retail.extract.zip_code;I can just give you zip code
retail.extract.zip_code;Can I just use my zip code
retail.extract.zip_code;I'm just going to give you my zip code if that's okay
retail.extract.zip_code;My zip code is  06033
retail.extract.zip_code;Zip code is  06106
retail.extract.zip_code;Search by zip code
retail.extract.zip_code;Could I just use my zip code
retail.extract.zip_code;Let me just give you my zip code it's  08021
retail.extract.zip_code;My zip code is  60661
retail.extract.zip_code;I have my zip code does that help
retail.extract.zip_code;Can I just give you my zip code
retail.nearest_store_initiate;Where can I find the nearest Google location
retail.nearest_store_initiate;I'm looking for the nearest Google location
retail.nearest_store_initiate;I'm trying to find a nearby Google store
retail.nearest_store_initiate;Do you know where the nearest Google store is
retail.nearest_store_initiate;Where's the nearest Google store
retail.nearest_store_initiate;Is there a Google store nearby
retail.nearest_store_initiate;I'm looking for a Google store
retail.nearest_store_initiate;Looking for nearest Google location
retail.nearest_store_initiate;Looking for the nearest store
retail.nearest_store_initiate;Actually can I search for a store
retail.nearest_store_initiate;Let me search for a store instead
retail.nearest_store_initiate;On second thought can I find a store
retail.nearest_store_initiate;I'm searching for a store
retail.nearest_store_initiate;Nearest store please
retail.nearest_store_initiate;Find my store
retail.nearest_store_initiate;Find me a store
retail.nearest_store_initiate;I'm looking for a store
retail.nearest_store_initiate;I need some help getting some store information
retail.nearest_store_initiate;I'm trying to find the nearest store
retail.nearest_store_initiate;Could you find me the nearest store
retail.nearest_store_initiate;I would like some store information
retail.nearest_store_initiate;I need store information
retail.nearest_store_initiate;Which stores are nearby
retail.nearest_store_initiate;What's the closest store
retail.nearest_store_initiate;I'm calling to ask about the nearest store
retail.nearest_store_initiate;I want the closest store
retail.nearest_store_initiate;I need to find a store
retail.nearest_store_initiate;Can you find me a store
retail.nearest_store_initiate;Which store is closest to me
retail.nearest_store_initiate;I'm looking for the nearest store
retail.nearest_store_initiate;Do you have a location near me
retail.nearest_store_initiate;I want the nearest store address
retail.nearest_store_initiate;Can you give me the address to the closest store
retail.nearest_store_initiate;What is the closest store near me
retail.account_loyalty_points_initiate;Are there any loyalty points left on my account
retail.account_loyalty_points_initiate;Do i have any reward points left
retail.account_loyalty_points_initiate;Could you just tell me my rewards points balance
retail.account_loyalty_points_initiate;Just came to see my points balance
retail.account_loyalty_points_initiate;Are you able to check the number of reward points i have
retail.account_loyalty_points_initiate;I want to check my reward points
retail.account_loyalty_points_initiate;I'm asking about the number of points I've earned
retail.account_loyalty_points_initiate;I want to know the number of points I've accumulated
retail.account_loyalty_points_initiate;How many loyalty points do I got
retail.account_loyalty_points_initiate;Have I earned any points
retail.account_loyalty_points_initiate;How many loyalty points did I earn
retail.account_loyalty_points_initiate;How many rewards points did I have
retail.account_loyalty_points_initiate;What is my points balance
retail.account_loyalty_points_initiate;Points balance please
retail.account_loyalty_points_initiate;On second thought I want to know my points balance
retail.account_loyalty_points_initiate;Actually can you tell me how many points I have
retail.account_loyalty_points_initiate;What is my rewards balance
retail.account_loyalty_points_initiate;Can I get my points balance
retail.account_loyalty_points_initiate;Can you look my up rewards points balance
retail.account_loyalty_points_initiate;Look up loyalty points
retail.account_loyalty_points_initiate;I want to know how many loyalty points I have
retail.account_loyalty_points_initiate;How many loyalty points do I have
retail.account_loyalty_points_initiate;What is my point balance
retail.account_loyalty_points_initiate;Can you tell me how many reward points I have
retail.account_loyalty_points_initiate;points balance
retail.account_loyalty_points_initiate;reward points balance
retail.address_changed;Actually that address is no good
retail.address_changed;Actually no thats not the address i want to use
retail.address_changed;Actually thats not where i need it to go
retail.address_changed;No actually i'm at a different place
retail.address_changed;I have a new address I can give you
retail.address_changed;That address is old I need to use a new  one
retail.address_changed;I moved  last week
retail.address_changed;I need to put in a new address
retail.address_changed;This is a brand new address
retail.address_changed;This needs to go to my new address
retail.address_changed;I bought a new condo
retail.address_changed;This is a different house
retail.address_changed;I bought a new home  last month
retail.address_changed;I moved to a new house
retail.address_changed;No I'm at a new address
retail.address_changed;I have changed addresses
retail.address_changed;I'm at a different address
retail.address_changed;No this is a different address
retail.address_changed;I need to add a new address
retail.address_changed;I need to ship this to my new apartment
retail.address_changed;No I moved to a new apartment
retail.address_changed;I'm at a new house
retail.address_changed;I moved
retail.address_changed;No I got a new address
retail.address_changed;No I changed locations
retail.check_order_status_initiate;can you help me with my order
retail.check_order_status_initiate;could I get some assistance with my order
retail.check_order_status_initiate;I need some help with an order
retail.check_order_status_initiate;I made a purchase and need some help
retail.check_order_status_initiate;I bought something and need some assistance
retail.check_order_status_initiate;could you help me with a purchase I made
retail.check_order_status_initiate;I need some assistance with an order
retail.check_order_status_initiate;I need some help figuring out a problem with my order
retail.check_order_status_initiate;There was a problem with my order can you help
retail.check_order_status_initiate;I have a problem with my order
retail.check_order_status_initiate;There's a problem with my order
retail.check_order_status_initiate;I have an issue with an order I placed
retail.check_order_status_initiate;Could you help me with an issue with my purchase
retail.check_order_status_initiate;I need help resolving an issue with my order
retail.check_order_status_initiate;Calling to check order status
retail.check_order_status_initiate;I am calling  today  to see if you can help me find my order status
retail.check_order_status_initiate;I placed an order 2 days ago and want to know what its current status is
retail.check_order_status_initiate;I am calling  today  to find out the status of an order i placed
retail.check_order_status_initiate;I am calling to check on an order
retail.check_order_status_initiate;I need to look up the order status with the order number
retail.check_order_status_initiate;I have my order number but don't know how to get the status
retail.check_order_status_initiate;Can you give me the status if I have an order number
retail.check_order_status_initiate;Are you able to tell me the status of an order
retail.check_order_status_initiate;I am trying to find out what happened to the  google home
retail.check_order_status_initiate;Where can i find the status of my order
retail.check_order_status_initiate;Can you lookup my order please
retail.check_order_status_initiate;What happened to the  pixel 5  i bought
retail.check_order_status_initiate;What is happening with the order i placed
retail.check_order_status_initiate;Can you please help me find my order status
retail.check_order_status_initiate;I need your help getting the status of my  stadia controller
retail.check_order_status_initiate;I need some assistance finding the status of my order
retail.check_order_status_initiate;Just need the order status of the  pixel
